Store_Name,Address,Location,Timings,Rating_(reviewers),Phone
Thane Mulund East,"Shop No 01, Romel Vasanthi, Navghar Road, Eastern Express Hwy, Near Mulund Gymkhana, Deendayal Nagar, Mulund East, Mumbai, Maharashtra, 400081",Maharashtra,11:00 AM to 09:30 PM, 4.9  (226) ,9811076478
Oberoi Mall,"Shop No 6, Second Floor, Oberoi Mall, Yashodham Goregaon, Western Express Highway, Near Dindoshi Bus Stand, Mumbai, Maharashtra, 400063",Maharashtra,11:00 AM to 10:00 PM, 4.8  (1921) ,9650611440
Navare Ambernath East,"Ground Floor, Shop No 8 Tulip A, Project Nisarg Green, Near wellness forever, Cabin Road, Plot No RH1, Ambernath Industrial Area, Ambernath East, Munic, Mumbai, Maharashtra, 421503",Maharashtra,11:00 AM to 09:00 PM, 5.0  (1) ,9811038596
Tilak Nagar,"Shop No 11, Krushal Tower, Tilak Nagar, Gm Road, Mumbai, Maharashtra, 400089",Maharashtra,11:00 AM to 10:00 PM, 4.9  (1188) ,9873669399
Hudkeshwar,"Shop No 111, Ram Bhau Bus Stop, Hudkeshwar Road, New Neharu Nagar, Near Mhalgi Nagar, Nagpur, Maharashtra, 440034",Maharashtra,11:00 AM to 09:00 PM, 4.9  (1210) ,9873765896
Yash Padma Arcade,"Shop No 9, Yash Padma Arcade, Tarapur Road, Sainath Nagar, Bhandarwada, Tarapur Road, Boisar, Maharashtra, 401501",Maharashtra,10:00 AM to 09:00 PM, 4.9  (685) ,8929266390
Kohtrud,"Unit 6/7, Ground Floor, Trinity Ventures, Silver Fern, Kohtrud, Opposite Kothrud Bus Stand Road, Pune, Maharashtra, 411038",Maharashtra,11:00 AM to 09:30 PM, 4.7  (1467) ,7428890136
Sai Miracle Kharghar,"Shop No 7 Plot No 16, 17 / 19, Sector 34 E, Sector 35E, Kharghar, Near Hdfc Bank, Navi Mumbai, Maharashtra, 410210",Maharashtra,11:00 AM to 09:00 PM, 4.9  (282) ,8929261783
GNP Galaxy Ambernath,"Unit No 23, Gnp Galaxy, Ambernath Industrial Estate, Kalyan Badlapur Road, Ambernath West, Opposite Ordnance Factory, Thane, Maharashtra, 421501",Maharashtra,11:00 AM to 09:30 PM, 4.9  (574) ,8929330739
Shaikh Villa,"Shop No 1, 2 & 3, Shaikh Villa, Sr No 82, Hissa No 3, Opposite Bhagwati Hospital, Samarth Chowk, West Badlapur, Maharastra, 421503",Maharashtra,11:00 AM to 09:00 PM, 4.9  (631) ,9718294275
Pashan,"Shop No P/4, Om Shanti Complex, Vighnaharta Chowk, Sus Road, Pashan, Near Vighnaharta Mandir, Pune, Maharashtra, 411021",Maharashtra,11:00 AM to 09:30 PM, 4.7  (468) ,7428891185
Sagar Garden Mulund,"Shop No 6 & 7, Ground Floor, Sagar Garden Complex, Lbs Road, Mulund West, Opposite Vasant Oscar, Mumbai, Maharashtra, 400080",Maharashtra,11:00 AM to 09:30 PM, 4.8  (1004) ,9873431464
Chinchwad,"Shop No 1B & 2, Premier Plaza, F Wing, Old Mumbai Pune Highway, Chinchwad, Carnival Cinemas, Pune, Maharashtra, 411019",Maharashtra,11:00 AM to 09:30 PM, 4.7  (741) ,7428890142
Arvi Naka,"194, Gandhi Nagar, Arvi Naka, Wardha, Maharashtra 442001",Maharashtra,11:00 AM to 09:00 PM, 4.7  (173) ,9953101182
Ghansoli,"Shop No 13-14, Manoshi Complex, Plot No 5 & 6, Sector 3, Ghansoli, Navi Mumbai, Maharashtra, 400701",Maharashtra,11:00 AM to 09:30 PM, 4.8  (212) ,9643409271
Savedi Road,"Shop No G11/G12, Kohinoor Plaza, Patrakar Chowk, Savedi, Manmad Road, Patrakar Chowk, Next To Lokmat House, Ahmednagar, Maharashtra, 414003",Maharashtra,11:00 AM to 09:30 PM, 4.8  (1277) ,8929344394
Ulwe,"Shop No 6 & 7, Radiant Sapphire, Plot No 179, Sector 9, Ulwe, Navi Mumbai, Maharashtra, 410206",Maharashtra,11:00 AM to 09:00 PM, 4.8  (154) ,9582334312
Bibwewadi,"Shop No 11, Ground Floor, Solitaire World Square, Bibewewadi Market Yard, Phase 1, Ganga Dham, near Aai Mata Chowk, Pune, Maharashtra, 411037",Maharashtra,11:00 AM to 09:30 PM,,8743083403
"Orion Mall, Panvel","Shop No G-4, Orion Mall, Plot No 311, Forest Colony, Panvel, Near St Depot, Navi Mumbai, Maharashtra, 410206",Maharashtra,11:00 AM to 09:30 PM, 4.7  (580) ,9582961434
Ulhasnagar,"Shop No 1, Majestic Square, Block No C 2 and C 3, Next to ICICI Bank, Netaji Chowk, Ulhasnagar, Thane, Maharashtra, 421004",Maharashtra,11:00 AM to 09:30 PM, 4.9  (200) ,9582508981
Kalyani Nagar,"Shop No 2, Ground Floor, F-Amenity Building Fortaleza, Servay No 210, Kalyani Nagar, Near Nm Medical, Pune, Maharashtra, 411006",Maharashtra,11:00 AM to 09:30 PM, 4.7  (327) ,7289851466
Nanded,"Shop 206, Ground Floor, Shukla Complex , Opposite Godavari Hotel, Iti Main Road, Nanded, Maharashtra, 431601",Maharashtra,11:00 AM to 09:30 PM, 4.5  (108) ,9582322428
Ram Maruti Road,"Shop No 4, Bhavani Prasad Building, Ram Maruti Road, Near Bank Of Baroda, Thane, Maharashtra, 400604",Maharashtra,11:00 AM to 09:30 PM, 4.6  (571) ,9319374930
Saggardara,"Ground Floor, House No 528A, Adjacent to Vision Express, Sakkardara Main Road, Sakkardara, Nagpur, Maharashtra, 440009",Maharashtra,11:00 AM to 09:00 PM, 4.9  (1408) ,8447036028
Mumbai Naka,"Shop No 7 & 8, Mumbai House, Old Mumbai Agra Road, Mumbai Naka, Nashik, Maharashtra, 422001",Maharashtra,11:00 AM to 09:00 PM, 4.8  (409) ,9582543037
Virar West,"Shop No 19, Shripal Shopping Center, Raja Chatrapati Shivaji Marg, Virar West, Next To Petrol Pump, Thane, Maharashtra, 401303",Maharashtra,11:00 AM to 09:00 PM, 4.8  (1653) ,9654440163
Solapur,"Shop No 7 201/1/3B, Civil Line, Dhiraj Complex, Mahavir Chowk, Solapur, Maharashtra, 413001",Maharashtra,11:00 AM to 09:30 PM, 4.9  (618) ,8447744793
Kavesar,"Shop No 13A & 13B, Sarasvati School, Kavesar, Near Tropical Lagoon Tower, Thane, Maharashtra, 400607",Maharashtra,11:00 AM to 09:30 PM, 4.6  (533) ,8929055867
Sinhagad Road,"Shop No 2, Wishwaganga Complex, Hingne Khurd, Sinhagad Road, Near Madhukar General Hospital, Pune, Maharashtra, 411051",Maharashtra,11:00 AM to 09:30 PM, 4.7  (1753) ,7428890169
Undri1,"Shop No 126, Marvel Sangria, Ganga Boulevard Phase 2, Nibm, Mohammed Wadi, Marval Sangria, Pune, Maharashtra, 411048",Maharashtra,11:00 AM to 09:30 PM, 4.8  (321) ,8929173167
Colaba,"Shop No 4, Ruki Mahal, Shaheed Bhagat Singh Road, Colaba, Near Hp Petrol Pump, Mumbai, Maharashtra, 400005",Maharashtra,11:00 AM to 09:00 PM, 4.8  (801) ,7428891211
Flagship Store at MG Road Pune,"Shop No 1, Ground Floor, House No 3, Survey 390/796, Mg Road, Next To Unicorn Apple Store, Pune, Maharashtra, 411001",Maharashtra,11:00 AM to 09:30 PM, 4.7  (3823) ,7428891212
Zingabai Takli,"Ground Floor, Plot No 6, Opposite Mahajan Palace, Godhani Road, Zingabai Takli, Post Mankapur, Nagpur, Maharashtra, 440030",Maharashtra,10:30 AM to 09:30 PM, 4.9  (709) ,8929279942
Naigaon,"Shop No 14, Global Arena, Sunteck West World, Tivri Road, Near Reliance Trends, Naigaon East, Mumbai, Maharashtra, 401208",Maharashtra,11:00 AM to 09:00 PM, 5.0  (40) ,9582557985
TV Center Road,"1 GF, Plot No N 11/A, Adjacent to Saraswat Bank, TV Center Road, Hudco, Aurangabad, Maharashtra, 431003",Maharashtra,11:00 AM to 09:30 PM, 4.9  (328) ,8447570185
Vihsrantwadi,"A-411006, 94, Vishrantwadi Airport Road, Kasturba Housing Society, Near Vishrantwadi chowk, Pune, Maharashtra, 411015",Maharashtra,11:00 AM to 09:30 PM, 4.6  (461) ,8929306386
Runwal Green Mulund,"Shop No G17, Runwal Greens, Mulund, Goregaon Link Road, Next to Fortis Hospital, Mulund West, Mumbai, Maharashtra, 400078",Maharashtra,11:00 AM to 09:30 PM, 4.9  (232) ,8588816468
"College Road, Krishi Nagar","Shop No 1 & 2, Sai Baba Darbar Building, College Road Krishi Nagar, Near Don Bosco School, Nashik, Maharashtra, 422005",Maharashtra,11:00 AM to 09:30 PM, 4.4  (551) ,7428890187
Pachpakhadi,"Shop 1 & 2, Shiv kanchi APT Arun kumar, Vaidya Road, Near Bapat Hospital Pachpakhadi, Thane West, Maharashtra, 400602",Maharashtra,11:00 AM to 09:30 PM, 4.8  (264) ,7065045241
Borivali West,"Ground Floor, Shop No 12, Prasanna Jivan, CHS CTS No 32C, Eksar Village, Borivali West, Mumbai, Maharashtra, 400092",Maharashtra,11:00 AM to 09:30 PM,,8929207768
Dadar,"Shop 3, Om Ashirwad Building, Near ICICI Bank, Kelkar Marg, Shivaji Park, Dadar, Mumbai, Maharashtra, 400028",Maharashtra,11:00 AM to 09:00 PM, 4.4  (130) ,9582455891
Vazirabad,"Guru Ganesh Heights, Shop G 1, Vazirabad, Opposite Ayurvedic College And Hospital, Nanded, Maharashtra, 431602",Maharashtra,11:00 AM to 09:30 PM, 4.7  (441) ,8929355096
Ravet,"Shop No 11, Twins Tower C&D wing, Sno 106 Hissa No 2, Ravet, Pune, Maharashtra, 412101",Maharashtra,11:00 AM to 09:30 PM, 4.7  (144) ,7291817273
Aamrai,"Shop No 9 & 10, Ground Floor, Manas Comlex, Near Hdfc Bank, Talkies Road, Aamrai, Karjat, Maharashata, 410201",Maharashtra,11:00 AM to 09:00 PM, 4.9  (90) ,9582467430
Metro Junction Mall,"Ground Floor, Unit No G2, Metro Junction Mall, Shilphata Road, Netivali, Shilphata Road, Kalyan, Maharashtra, 421306",Maharashtra,11:00 AM to 09:30 PM, 4.9  (976) ,9711701499
Connaught Place,"Shop No 12, Raj Sarathi Apartment, Connaught Place, Aurangabad, Maharashtra, 431003",Maharashtra,11:00 AM to 09:30 PM, 4.9  (1359) ,8929176458
Chiplun,"Ground Floor, Gala No 2, Ram Krishna Plaza, NH 66, Karad Chiplun Road, Near Cake Of The Day, Chiplun, Maharashtra, 415605",Maharashtra,11:00 AM to 09:30 PM, 4.9  (154) ,7291812242
Kopar Khairane,"Shop No 5 & 6, Plot No 18 & 19, Satyam Tower, Sector 20, Koperkhairane, Opposite Varishtta Hotel, Navi Mumbai, Maharashtra, 400709",Maharashtra,11:00 AM to 09:30 PM, 4.8  (918) ,8373911515
Kharghar,"Shop No 23 & 24, Plot No 20, Sector 2, Kharghar, Sai Swar Cooperative Housing Society, Navi Mumbai, Maharashtra, 410210",Maharashtra,11:00 AM to 09:00 PM, 4.9  (823) ,9654921510
Hingna Road,"Ground Floor, Shop No 10, Jalaram Manglam, SRP Camp, Digdoh, Hingna Road, Nagpur, Maharashtra, 440016",Maharashtra,11:00 AM to 09:00 PM, 4.8  (1122) ,9718010328
"R City Mall, Ghatkopar","Shop No F67, First Floor, LBS Marg, Amrut Nagar, R City Mall, Ghatkopar West, Mumbai, Maharashtra, 400086",Maharashtra,11:00 AM to 10:00 PM, 4.8  (2207) ,7428891238
Dhanori,"Shop No 8, Palladium Grand, Dhanori Vishrantwadi Road, Dhanori, Near Goodwill Square, Pune, Maharashtra, 411015",Maharashtra,11:00 AM to 09:30 PM, 4.5  (616) ,9456349431
Badlapur East,"Shop No 5, Trident A, Near Mohan palm, Shrigoan, Badlapur East, Thane, Maharashtra, 421503",Maharashtra,11:00 AM to 09:30 PM, 4.9  (493) ,7291804874
Hadapsar,"Shop No 2, Ground Floor, 84/1, Hadapsar, Vaibhav Chitramandir, Pune, Maharashtra, 411028",Maharashtra,11:00 AM to 09:30 PM, 4.5  (931) ,7428891240
Shagun Chowk Pimpri,"Shop 1&2, Jai Govind Plaza, Shagun Chowk, Shastri Nagar, Pimpri Colony, Pimpri Chinchwad, Pune, Maharashtra, 411017",Maharashtra,11:00 AM to 09:30 PM, 4.9  (573) ,8929326687
"Sector 7, Airoli","Shop No G9, Shiv Shankar Plaza, , Sector 7, Airoli, Next To Domino'S Pizza, Navi Mumbai, Maharashtra, 400708",Maharashtra,11:00 AM to 10:00 PM, 4.5  (664) ,7428891243
"Sector 14, Koparkhairane","Shop No 3, Lotus Chs, Sector 14, Koparkhairane, Near D-Mart Chowk, Navi Mumbai, Maharashtra, 400709",Maharashtra,11:00 AM to 09:30 PM, 4.6  (420) ,7428890210
"Chandivali, Powai","Shop No 3, Lower Ground Floor, Wing C, Lake Primrose Commercial, Chandivali, Beside Lakme Salon, Mumbai, Maharashtra, 400076",Maharashtra,11:00 AM to 09:30 PM, 4.8  (1228) ,7428891252
Hiranandani Estate,"Shop No 4, Solus Office, Central Ave, Hiranandani Estate, West Thane, Maharashtra, 400607",Maharashtra,11:00 AM to 09:30 PM,,8377005329
Lokhandwala Andheri West,"Shop No 9 &10, Benzer CHS Ltd, 8B, Main Road, Lokhandwala Complex, Andheri West, Mumbai, Maharashtra, 400053",Maharashtra,11:00 AM to 10:00 PM, 4.9  (446) ,9582605270
Ulwe,"Shop No 4, Shagun Essentia, Plot No 5, Sector 19, Ulwe, , Ulwe, Near Hdfc Bank, Navi Mumbai, Maharashtra, 410206",Maharashtra,11:00 AM to 09:00 PM, 4.7  (578) ,7838199672
Nigdi,"Shop No 5/6, Prestige Plaza, Old Mumbai Pune Highway, Nigdi, Pune, Maharashtra, 411335",Maharashtra,11:00 AM to 09:30 PM, 4.5  (1115) ,7428890218
"Flagship Store JM Road, Pune","Shop No 4, 99 Deccan Mall, Jm Road, Pune, Maharashtra, 411004",Maharashtra,11:00 AM to 09:30 PM, 4.5  (1426) ,7838290571
Nalasopara,"Shop No 22,23,24, Shalibadra Avenue, Nalasopara, Vasai, Link Road, Opposite life Care Hospital, Nalasopara Maharastra, 401208",Maharashtra,11:00 AM to 09:00 PM, 4.9  (200) ,9582622909
Sangli,"Shop No 1, Shri Laxmi Chembers, Beside Rajaram Sahakari Bank Ltd, Sangli, Maharashtra, 416416",Maharashtra,11:00 AM to 09:30 PM, 4.9  (961) ,8929338687
Latur,"Shop 13, Municipal Shopping Complex, Gandhi Chowk, Latur, Maharashtra, 413512",Maharashtra,11:00 AM to 09:30 PM, 4.6  (329) ,8929335325
Dahisar,"Shop No 1&2, Manhar Residency, Kandarpada Circle, Opposite Hotel Majestic, Dahisar West, Mumbai, Maharashtra, 400068",Maharashtra,11:00 AM to 09:30 PM, 4.9  (1526) ,8929172628
Paud Road,"Shop No 10 And 11, Anand Complex, Alkapuri Society, Paud Road, Kothrud, Opposite Kinara Hotel, Pune, Maharashtra, 411038",Maharashtra,11:00 AM to 09:30 PM, 4.6  (459) ,7428890226
Marol,"Shop No 5, Ground Floor, Radiant Tower 59, Marol Maroshi Road, Andheri East, Mumbai, Maharashtra, 400059",Maharashtra,11:00 AM to 09:00 PM, 4.7  (64) ,9582561743
Kausa Mumbra,"Shop No 15, Dost Apartment, Kausa Mumbra, Kausa, Besides Bank Of Baroda, Thane, Maharashtra, 400612",Maharashtra,11:00 AM to 09:30 PM, 4.7  (507) ,8447731483
Ganesh Mandir Road,"Shop No 1, Ground Floor, Mega Pearl, Next to Reliance Trends, Ganesh Mandir Road, Titwala, Maharashtra, 421605",Maharashtra,11:00 AM to 09:00 PM, 4.9  (208) ,9582958688
Mundwa Pune,"Shop No 21/4, Laxmi Park 4, Mundhwa Kharadi Road, Raghoba Patil Nagar, Sainath Nagar, Wadgoan Sheri, Pune, Maharashtra, 411014",Maharashtra,11:00 AM to 09:00 PM,,9643654340
MG Road Kandivali West,"Shop No 2 & 3 Burhani Heritage Chs Ltd, M G Road, Kandivali West, Opposite Bohra Masjid, Mumbai, Maharashtra, 400067",Maharashtra,11:00 AM to 09:30 PM, 4.9  (738) ,8929261281
Badnera Road,"Shop No 16 & 17, Swastik Sankul, Badnera Road, Nawathe, Near Hp Petrol Pump, Amravati, Maharashtra, 444607",Maharashtra,11:00 AM to 09:00 PM, 4.9  (701) ,7428890230
Shivaji Chowk,"Shop No 686 & 689, Shivaji Chowk, Ulhasnagar, Maharashtra, 421003",Maharashtra,11:00 AM to 09:00 PM, 4.9  (276) ,8744815912
Mira Road,"Antariksh Height, Shop No 2, Kanakia Road, Mira Road East, Opposite Kanakia Police Station, Mumbai, Maharashtra, 401107",Maharashtra,11:00 AM to 09:30 PM, 4.8  (802) ,8447705725
Manpada,"Shop No 2, Eucalyptus Apartment, Ghodbunder Road, Near Varun Garden, Manpada, Thane, Maharashtra, 400607",Maharashtra,11:00 AM to 09:00 PM, 5.0  (62) ,9582633686
"Marol, Andheri East","Shop No 1, 2, Raj Apartment, Military Road, Marol, Andheri East, Opposite Raj Industrial Complex, Mumbai, Maharashtra, 400059",Maharashtra,11:00 AM to 09:30 PM, 4.7  (650) ,7428891272
Parbhani,"34-112, Gavane Road, Gavane Road, Near Hotel Niraj, Parbhani, Maharashtra, 431401",Maharashtra,11:00 AM to 09:30 PM, 4.8  (204) ,8929174412
Pratapnagar Square,"Plot No 75, Narayan Sadan, Atre Layout, Ring Road, Near Pratap Nagar Square, Nagpur, Maharashtra, 440022",Maharashtra,11:00 AM to 09:00 PM, 4.7  (996) ,7428890236
Goregaon West,"Shop No 4, Ashokraj Chs, S V Road, Goregaon West, Opposite Hirnen Shopping Centre, Mumbai, Maharashtra, 400062",Maharashtra,11:00 AM to 10:00 PM, 4.7  (1490) ,7428891274
Varsova Kabra Metro One,"Shop No 13, Kabra Metro One, Pratap Chs Ltd, J P Road, Versova, Andheri West, Varsova, Near Versova Metro Station, Mumbai, Maharashtra, 400058",Maharashtra,11:00 AM to 09:30 PM, 4.9  (1417) ,7428891288
Ambegaon,"Shop No 56, Cafeteria 3, Aston Plaza, Narhe Ambegaon Road, Near Star Market, Ambegaon Budruk, Pune, Maharashtra, 411046",Maharashtra,11:00 AM to 09:30 PM, 4.7  (378) ,8744819602
Phadke Road,"Shop No 7A, 8-9, Janki Hari Chs, Phadke Road, Dombivli East, Thane, Maharashtra, 421201",Maharashtra,11:00 AM to 10:00 PM, 4.8  (1142) ,9319360887
Xperia Mall,"Shop No 1/29, First Floor, Dombivali East, Opposite Lodha World School, Mumbai, Maharashtra, 421204",Maharashtra,11:00 AM to 09:30 PM, 4.7  (513) ,7428891284
Salunkhe Vihar,"Unity Splendour Building, Salunkhe Vihar Road, Borade Nagar, Wanwadi, Salunkhe Vihar, Opposite Bank Of Maharashtra, Pune, Maharashtra, 411040",Maharashtra,11:00 AM to 09:30 PM, 4.6  (321) ,8929167669
Ashoka Marg,"SHop No 2, ABH Landmark, Ashoka Marg, Near Ashoka School, Kalpataru Nagar, Nashik, Maharashtra, 422011",Maharashtra,11:00 AM to 09:00 PM, 4.9  (65) ,9582893076
Untwadi Road,"Shop No 1, Viraj Bhumi, Kankariya's, Near Croma Store, Untwadi Road, Nashik, Maharashtra, 422008",Maharashtra,11:00 AM to 09:00 PM,,9582492402
Mumbai Central,"15, Ground Floor, B Wing, Santoshi Mata Chs, Dr Dadasaheb Bhadkamkar Marg, Near Saraswat Bank, Mumbai, Maharashtra, 400008",Maharashtra,11:00 AM to 09:30 PM, 4.9  (1331) ,7428891037
Growel Mall,"G 5A, Ground Floor, Akurli Road, Kandivali East, Growel Mall, Mumbai, Maharashtra, 400101",Maharashtra,11:00 AM to 10:00 PM, 4.9  (1608) ,7428891291
Nitin Company,"Nitin Company, Shop No 15 & 16, Prestige Garden, Almeda Raod, Ganeshwadi, Thane, Maharashtra, 400602",Maharashtra,11:00 AM to 09:30 PM, 4.7  (520) ,9873101538
Moshi,"Shop No 2 Kalmalraj, Central Dehu Alandi Road, Midc Moshi, Near Hdfc Bank, Pimpri Chinchwad, Pune, Maharashtra, 412105",Maharashtra,11:00 AM to 09:30 PM, 4.6  (109) ,9582433874
"Inorbit Mall, Vashi","Shop No F12, First Floor, Inorbit Mall, Vashi, Next To Vashi Station, Navi Mumbai, Maharashtra, 400705",Maharashtra,11:00 AM to 09:30 PM, 4.7  (985) ,7428891298
"Domestic Terminal 2, Mumbai Airport","Chhatrapati Shivaji International Airport, Vile Parle East, Domestic Terminal 2, Second Shop On Left After Security Check, Mumbai, Maharashtra, 400099",Maharashtra,12:00 PM to 11:59 AM, 4.9  (782) ,7428891299
"Infiniti Mall, Malad","Shop No 18, Lower Ground Floor, Link Road, Malad West, Infiniti Mall, Malad, Opposite Iphone Store, Mumbai, Maharashtra, 400064",Maharashtra,11:00 AM to 09:30 PM, 4.9  (2647) ,7428891300
Gokulpeth,"Purshottam Complex, Nort Bazar Road, Gokulpeth, Nagpur, Maharshtra, 440010",Maharashtra,11:00 AM to 09:00 PM, 4.7  (736) ,9582476098
Panchsheel Square,"Shop No 4 & 5, Rajkamal Complex, Dhantoli, Near Panchsheel Square, Nagpur, Maharashtra, 440012",Maharashtra,11:00 AM to 09:00 PM, 4.8  (2156) ,8929310929
Seawoods,"Shop No 61 & 62, Shelter Arcade, Seawoods Sector 42, Navi Mumbai, Maharashtra, 400706",Maharashtra,11:00 AM to 09:30 PM, 4.5  (490) ,7303560561
"Oriana Crest, Wakad","Shop No 3, Oriana Crest, Datta Mandir Road, Postal Colony, Wakad, Wakad, Opp Vitalife, Pune, Maharashtra, 411057",Maharashtra,11:00 AM to 09:30 PM, 4.8  (1354) ,7303546547
"Prozone Mall, Aurangabad","P 80, Prozone Mall, Unit No G 53, Midc Api Road, Chilkalthana, Near Mcdonalds, Aurangabad, Maharashtra, 431210",Maharashtra,11:00 AM to 09:30 PM, 4.8  (1051) ,7428891313
Bhayandar West,"Shop No 1 & 2, Shani Plaza, Station Road, Near Union Bank Of India, Thane Mira Road, West Bhayandar, Maharashtra, 401101",Maharashtra,11:00 AM to 09:30 PM, 4.9  (163) ,9582478473
Nancy Colony,"Shop No 1 & 2, Om Siddhagiri Co-Op Hsc Ltd, Sant Dyaneshwar Marg, Nancy Colony, Unity Bank, Shantivan, Borivali East, Mumbai, Maharashtra, 400066",Maharashtra,11:00 AM to 09:30 PM, 5.0  (116) ,9582599496
Badlapur East,"Shop No 5 & 7, Suryadarshan CHS, Katrap Road, Badalpur East, Mumbai, Maharashtra, 421503",Maharashtra,11:00 AM to 09:00 PM, 4.8  (57) ,9953642467
Satara Road,"Shop No E2/E3, Manali Arcade, Satara Road, Parvati, Besides Dmart, Pune, Maharashtra, 411009",Maharashtra,11:00 AM to 09:30 PM, 4.6  (971) ,7428891324
City Centre Mall,"Mfs 8 B, Lower Ground Floor, , Untwadi Road, City Centre Mall, Nashik, Maharashtra, 422022",Maharashtra,11:00 AM to 09:30 PM, 4.7  (596) ,7428891325
Ratnagiri,"Shop No 2 Cs, No 625, Kala Exuberance, Ambekarwadi, Near Shivaji Nagar Bus Stop, Ratnagiri, Maharashtra, 415639",Maharashtra,11:00 AM to 09:30 PM, 4.9  (607) ,8447845642
Govind Nagar Nashik,"Shop No 1, Ground Floor, Business World, Radha Vasudev Batavia Nagar, Govind Nagar, Nashik, Maharashtra, 422009",Maharashtra,11:00 AM to 09:00 PM, 4.9  (18) ,9953667648
Mira Road,"Shop No 6, 7 & 001, Building No 61/62, Sector 1, Shanti Nagar, Mira Road East, Near Station Road, Mumbai, Maharashtra, 401107",Maharashtra,11:00 AM to 09:30 PM, 4.8  (1537) ,7428891332
Sector 9 Ghansoli,"Shop No 10, Trishul Gold Coast, Plot No 13, 14/15, Sector 9, Ghansoli, Navi Mumbai, Maharashtra, 400701",Maharashtra,11:00 AM to 09:30 PM, 4.8  (385) ,8929289728
Gupte Road Dombivali West,"Shop No A2, Channur Bhavan Royal Chemist, Vishnu Nagar, Navi Dombivali Gupte Road, Dombivali West, Mumbai, Maharashtra, 421202",Maharashtra,11:00 AM to 09:30 PM, 4.8  (364) ,9711602948
Pimple Saudagar,"Shop No 3, Kingstone Avenue, Pimple Saudagar, Samrat Nagar, Opposite Govind Garden, Pune, Maharashtra, 411027",Maharashtra,11:00 AM to 09:30 PM, 4.8  (1555) ,7428891334
Nala Sopara,"Shop No 57,58,59 & 60, Shanti Life Space, Sector IV, Building No 5, Yashwant Viva Township, New Alkapuri, Link Road, Nalasopara East, Palghar, Maharashtr",Maharashtra,11:00 AM to 09:00 PM, 4.8  (1126) ,9319361051
Kamothe,"Shop No 3, Ambe Sharddha, Chs Main Road Sector-34, Kamothe, Kamothe, Navi Mumbai, Maharashtra, 410206",Maharashtra,11:00 AM to 10:00 PM, 4.8  (2112) ,9821311593
Virar,"Shop No 8,9,10, Evershine Homes Avenue, Global City, Evershine Homes Avenue, Opposite Agarwal Complex, Virar, Maharashtra, 401303",Maharashtra,11:00 AM to 09:00 PM, 4.8  (875) ,8929766192
"SGS Mall, Pune","Shop No 7, SGS Mall, 231, Moledina, Road Camp, Pune, Maharashtra, 411001",Maharashtra,11:00 AM to 09:30 PM, 5.0  (101) ,8956426018
Usmanpura,"Shop Number 5, Ventigo Complex, Usmanpura, Opposite Bank Of Baroda, Aurangabad, Maharashtra, 431005",Maharashtra,11:00 AM to 09:30 PM, 4.9  (1633) ,8376801264
Chandrapur,"Below Punjab National Bank, Main Road, Jatpura Gate, Chandrapur, Maharashtra, 442402",Maharashtra,11:00 AM to 09:00 PM, 4.8  (333) ,8447805284
Maxus Mall Bhayandar,"Shop No G17/A, Maxus Mall, Plot No 677, Temba Hospital Road, Bhayandar, Maxus Mall, Thane, Maharashtra, 401105",Maharashtra,11:00 AM to 09:30 PM, 4.8  (557) ,8447934583
